timestamp_ns,asset_id,bid_price,ask_price,bid_size,ask_size,trade_volume
1000000275000000,1,99.6143,99.7937,826,351,0
1000000276000000,1,99.5354,99.7746,801,395,84
1000000278000000,1,99.5464,99.8056,819,848,0
1000000281000000,1,99.5334,99.7926,437,978,0
1000000285000000,1,99.5704,99.8096,152,891,0
1000000290000000,1,99.6442,99.8238,316,863,0
1000000296000000,1,99.6332,99.7528,287,479,0
1000000303000000,1,99.5883,99.7877,592,140,0
1000000311000000,1,99.5434,99.8026,256,114,0
1000000320000000,1,99.5255,99.8045,912,164,0
1000000330000000,1,99.6132,99.7528,956,938,0
1000000331000000,1,99.5734,99.8126,620,443,0
1000000333000000,1,99.6073,99.8667,747,571,0
1000000336000000,1,99.6523,99.9117,162,238,0
1000000340000000,1,99.6951,99.7949,598,692,0
1000000345000000,1,99.6312,99.7708,491,774,0
1000000351000000,1,99.5933,99.7927,518,388,0
1000000358000000,1,99.6552,99.7948,478,872,0
1000000366000000,1,99.6822,99.8018,589,330,0
1000000375000000,1,99.7171,99.8569,140,127,0
1000000385000000,1,99.7481,99.8679,234,300,0
1000000386000000,1,99.7881,99.9079,939,879,33
1000000388000000,1,99.7162,99.9558,132,147,0
1000000391000000,1,99.7521,99.8519,602,506,0
1000000395000000,1,99.6523,99.9317,673,827,0
1000000400000000,1,99.6672,99.8868,904,198,0
1000000406000000,1,99.6693,99.9287,783,971,0
1000000413000000,1,99.7042,99.9838,825,646,0
1000000421000000,1,99.7681,99.9279,838,712,0
1000000430000000,1,99.8371,99.9369,561,742,0
1000000440000000,1,99.7322,99.9518,868,104,0
1000000441000000,1,99.7052,99.9248,317,602,13
1000000443000000,1,99.7281,99.8279,970,894,0
1000000446000000,1,99.6762,99.8558,492,306,0
1000000450000000,1,99.6462,99.8258,114,957,0
1000000455000000,1,99.6622,99.8418,653,991,0
1000000461000000,1,99.6382,99.8178,560,790,0
1000000468000000,1,99.6113,99.8707,674,963,0
1000000476000000,1,99.6851,99.7849,842,340,0
1000000485000000,1,99.5954,99.8746,663,195,0
1000000495000000,1,99.5884,99.8276,999,833,0
1000000496000000,1,99.6233,99.8627,584,506,14
1000000498000000,1,99.6253,99.9047,270,640,0
1000000501000000,1,99.6622,99.8618,135,624,0
1000000505000000,1,99.7082,99.9078,259,938,0
1000000510000000,1,99.7311,99.8309,798,342,0
1000000516000000,1,99.6453,99.9047,185,895,0
1000000523000000,1,99.6602,99.8598,677,781,0
1000000531000000,1,99.6452,99.8248,656,673,0
1000000540000000,1,99.6672,99.7868,745,895,0
1000000550000000,1,99.6862,99.8258,127,719,0
1000000551000000,1,99.6502,99.8497,655,439,29
1000000553000000,1,99.6083,99.8277,430,739,0
1000000556000000,1,99.6602,99.8598,605,447,0
1000000560000000,1,99.7212,99.8808,572,330,0
1000000565000000,1,99.7002,99.9398,289,324,0
1000000571000000,1,99.7032,99.9428,484,476,0
1000000578000000,1,99.7481,99.8479,382,732,0
1000000586000000,1,99.7501,99.8699,727,844,0
1000000595000000,1,99.6483,99.8877,358,458,0
1000000605000000,1,99.6792,99.8788,809,555,0
1000000606000000,1,99.6343,99.8937,510,748,61
1000000608000000,1,99.6992,99.9188,776,324,0
1000000611000000,1,99.6862,99.9658,918,333,0
1000000615000000,1,99.7901,99.9099,783,763,0
1000000620000000,1,99.7961,99.9159,926,473,0
1000000626000000,1,99.8281,99.9279,771,707,0
1000000633000000,1,99.8321,100.0119,571,332,0
1000000641000000,1,99.7871,100.0669,791,212,0
1000000650000000,1,99.7841,99.9839,929,596,0
1000000660000000,1,99.7871,100.0669,541,663,0
1000000661000000,1,99.8570,100.0570,367,609,38
1000000663000000,1,99.8520,100.0720,485,486,0
1000000666000000,1,99.9050,100.0450,212,712,0
1000000670000000,1,99.8710,100.1310,724,180,0
1000000675000000,1,99.9400,100.0600,798,212,0
1000000681000000,1,99.8640,100.1240,101,741,0
1000000688000000,1,99.8321,100.0719,319,665,0
1000000696000000,1,99.8131,100.0929,954,835,0
1000000705000000,1,99.8461,99.9659,324,484,0
1000000715000000,1,99.7971,99.9769,502,737,0
1000000716000000,1,99.7561,99.9559,229,152,43
1000000718000000,1,99.7651,99.8649,829,771,0
1000000721000000,1,99.7142,99.8738,809,515,0
1000000725000000,1,99.7481,99.8479,346,935,0
1000000730000000,1,99.6852,99.8848,538,302,0
1000000736000000,1,99.6522,99.8518,283,222,0
1000000743000000,1,99.5923,99.8117,500,866,0
1000000751000000,1,99.5963,99.8357,393,379,0
1000000760000000,1,99.6243,99.8037,936,983,0
1000000770000000,1,99.6641,99.7639,709,297,0
1000000771000000,1,99.6702,99.8098,610,851,15
1000000773000000,1,99.6243,99.8637,708,300,0
1000000776000000,1,99.6382,99.7578,223,286,0
1000000780000000,1,99.5963,99.7957,425,563,0
1000000785000000,1,99.5844,99.8636,448,870,0
1000000791000000,1,99.5434,99.8226,759,863,0
1000000798000000,1,99.6063,99.7657,502,445,0
1000000806000000,1,99.5634,99.8026,610,246,0
1000000815000000,1,99.6362,99.7758,247,963,0
1000000825000000,1,99.5514,99.7706,810,919,0
1000000826000000,1,99.5743,99.7537,588,739,38
1000000828000000,1,99.5344,99.7536,437,971,0
1000000831000000,1,99.5044,99.6836,740,878,0
1000000835000000,1,99.5144,99.7136,572,250,0
1000000840000000,1,99.4505,99.7095,514,397,0
1000000846000000,1,99.5053,99.6647,710,362,0
1000000853000000,1,99.4824,99.7016,863,243,0
1000000861000000,1,99.5104,99.7296,445,723,0
1000000870000000,1,99.5672,99.6868,671,980,0
1000000880000000,1,99.5653,99.7447,101,996,0
1000000881000000,1,99.5045,99.7435,403,353,11
1000000883000000,1,99.5472,99.6668,552,136,0
1000000886000000,1,99.5073,99.6467,259,108,0
1000000890000000,1,99.4405,99.6795,332,198,0
1000000895000000,1,99.4116,99.6704,758,915,0
1000000901000000,1,99.5003,99.6597,307,230,0
1000000908000000,1,99.5174,99.6966,503,251,0
1000000916000000,1,99.5652,99.6648,153,219,0
1000000925000000,1,99.5692,99.6688,772,727,0
1000000935000000,1,99.4645,99.7035,686,724,0
1000000936000000,1,99.5642,99.6638,519,521,83
1000000938000000,1,99.5094,99.7286,353,326,0
1000000941000000,1,99.4466,99.7054,211,609,0
1000000945000000,1,99.4165,99.6355,572,198,0
1000000950000000,1,99.3916,99.6304,252,960,0
1000000956000000,1,99.3845,99.5635,995,977,0
1000000963000000,1,99.4672,99.5668,437,805,0
1000000971000000,1,99.3916,99.6504,921,262,0
1000000980000000,1,99.4285,99.6275,819,780,0
1000000990000000,1,99.4075,99.6065,260,679,0
1000000991000000,1,99.4503,99.5897,900,497,20
1000000993000000,1,99.4074,99.5666,915,603,0
1000000996000000,1,99.3367,99.5753,995,491,0
1000001000000000,1,99.3138,99.5922,234,294,0
1000001005000000,1,99.4184,99.5776,500,739,0
1000001011000000,1,99.4414,99.6006,132,787,0
1000001018000000,1,99.4195,99.6185,559,982,0
1000001026000000,1,99.3877,99.6663,569,474,0
1000001035000000,1,99.4333,99.5327,121,849,0
1000001045000000,1,99.3874,99.5266,769,137,0
1000001046000000,1,99.4004,99.5596,329,464,50
1000001048000000,1,99.4772,99.5768,537,875,0
1000001051000000,1,99.4673,99.5867,382,126,0
1000001055000000,1,99.4774,99.6366,325,376,0
1000001060000000,1,99.4572,99.5568,897,708,0
1000001066000000,1,99.3607,99.6193,383,978,0
1000001073000000,1,99.3336,99.5524,580,552,0
1000001081000000,1,99.3535,99.5325,928,915,0
1000001090000000,1,99.3337,99.6123,758,615,0
1000001100000000,1,99.3655,99.5445,646,291,0
1000001101000000,1,99.3844,99.5236,148,611,16
1000001103000000,1,99.3933,99.5127,271,319,0
1000001106000000,1,99.2738,99.5522,257,576,0
1000001110000000,1,99.3963,99.4957,145,472,0
1000001115000000,1,99.3565,99.5155,617,198,0
1000001121000000,1,99.3763,99.4957,991,844,0
1000001128000000,1,99.2858,99.5442,136,379,0
1000001136000000,1,99.2718,99.5502,448,596,0
1000001145000000,1,99.3314,99.4506,401,280,0
1000001155000000,1,99.3275,99.5065,706,198,0
1000001156000000,1,99.2818,99.5402,799,215,62
1000001158000000,1,99.3973,99.5167,352,260,0
1000001161000000,1,99.4213,99.5207,355,422,0
1000001165000000,1,99.4593,99.5787,227,117,0
1000001170000000,1,99.4294,99.5886,892,834,0
1000001176000000,1,99.4503,99.5697,665,669,0
1000001183000000,1,99.4153,99.5147,422,971,0
1000001191000000,1,99.3435,99.5225,785,891,0
1000001200000000,1,99.3525,99.5115,725,387,0
1000001210000000,1,99.3026,99.5014,953,762,0
1000001211000000,1,99.2845,99.4435,738,254,1
1000001213000000,1,99.2827,99.5213,884,203,0
1000001216000000,1,99.3103,99.4097,492,910,0
1000001220000000,1,99.2347,99.4333,345,275,0
1000001225000000,1,99.2814,99.4006,138,576,0
1000001231000000,1,99.2717,99.4903,781,858,0
1000001238000000,1,99.2615,99.4205,637,966,0
1000001246000000,1,99.2447,99.4433,917,507,0
1000001255000000,1,99.2845,99.4235,624,927,0
1000001265000000,1,99.2375,99.3765,605,924,0
1000001266000000,1,99.2044,99.3236,135,784,19
1000001268000000,1,99.1744,99.2736,420,875,0
1000001271000000,1,99.1539,99.3921,611,499,0
1000001275000000,1,99.1748,99.4132,753,982,0
1000001280000000,1,99.1587,99.3573,570,242,0
1000001286000000,1,99.1299,99.3681,191,453,0
1000001293000000,1,99.1775,99.3165,933,899,0
1000001301000000,1,99.1227,99.3013,826,953,0
1000001310000000,1,99.1276,99.2864,150,764,0
1000001320000000,1,99.1175,99.2365,797,674,0
1000001321000000,1,99.0768,99.2552,289,224,21
1000001323000000,1,98.9822,99.2598,413,669,0
1000001326000000,1,98.9852,99.2628,441,404,0
1000001330000000,1,99.0309,99.2491,791,781,0
1000001335000000,1,99.0445,99.1435,937,882,0
1000001341000000,1,99.0726,99.2114,153,543,0
1000001348000000,1,99.0030,99.2210,712,363,0
1000001356000000,1,99.0230,99.2610,152,671,0
1000001365000000,1,99.0052,99.2828,719,104,0
1000001375000000,1,99.1325,99.2515,202,295,0
1000001376000000,1,99.0439,99.2621,873,976,95
1000001378000000,1,99.1345,99.2535,983,449,0
1000001381000000,1,99.1125,99.2315,146,966,0
1000001385000000,1,99.0838,99.2822,922,919,0
1000001390000000,1,99.1034,99.2026,755,368,0
1000001396000000,1,99.0817,99.2403,469,735,0
1000001403000000,1,99.0884,99.1876,205,769,0
1000001411000000,1,99.0197,99.1783,758,756,0
1000001420000000,1,99.0637,99.2223,219,930,0
1000001430000000,1,99.0011,99.2389,886,703,0
1000001431000000,1,99.1055,99.2245,157,445,100
1000001433000000,1,99.0479,99.2661,573,216,0
1000001436000000,1,99.0139,99.2121,929,890,0
1000001440000000,1,99.0275,99.1465,226,492,0
1000001445000000,1,99.0745,99.1935,740,157,0
1000001451000000,1,98.9978,99.1762,733,612,0
1000001458000000,1,98.9361,99.1539,850,901,0
1000001466000000,1,98.9769,99.1751,195,737,0
1000001475000000,1,98.9271,99.1449,217,659,0
1000001485000000,1,98.9118,99.0702,700,587,0
1000001486000000,1,98.9725,99.0715,336,984,0
1000001488000000,1,98.9243,99.2017,371,288,0
1000001491000000,1,98.9591,99.1969,803,546,0
1000001495000000,1,98.9352,99.1928,680,889,0
1000001500000000,1,98.9499,99.1281,960,346,0
1000001506000000,1,98.9173,99.1947,175,253,0
1000001513000000,1,98.9730,99.1910,755,534,0
1000001521000000,1,98.9990,99.2170,185,796,0
1000001530000000,1,99.0754,99.1746,384,319,0
1000001540000000,1,99.0995,99.2185,168,146,0
1000001541000000,1,98.9901,99.2479,193,849,61
1000001543000000,1,98.9908,99.1692,552,303,0
1000001546000000,1,98.9192,99.1768,317,573,0
1000001550000000,1,98.9330,99.1310,531,440,0
1000001555000000,1,98.9103,99.1877,650,711,0
1000001561000000,1,98.9279,99.1061,388,353,0
1000001568000000,1,98.8633,99.1207,833,456,0
1000001576000000,1,98.8314,99.1086,122,861,0
1000001585000000,1,98.8353,99.0727,621,857,0
1000001595000000,1,98.8550,99.0330,936,199,0
1000001596000000,1,98.8252,99.0428,901,279,94
1000001598000000,1,98.8399,98.9981,861,758,0
1000001601000000,1,98.8181,99.0159,541,707,0
1000001605000000,1,98.8088,98.9472,868,424,0
1000001610000000,1,98.7832,99.0008,615,115,0
1000001616000000,1,98.7801,98.9779,891,435,0
1000001623000000,1,98.8246,98.9234,858,357,0
1000001631000000,1,98.7698,98.9082,596,995,0
1000001640000000,1,98.6804,98.9176,259,574,0
1000001650000000,1,98.6477,98.9243,951,763,0
1000001651000000,1,98.6842,98.8818,789,774,32
1000001653000000,1,98.6876,98.9644,790,526,0
1000001656000000,1,98.7161,98.8939,712,367,0
1000001660000000,1,98.7747,98.8933,934,676,0
1000001665000000,1,98.6707,98.9473,516,267,0
1000001671000000,1,98.7379,98.8961,941,142,0
1000001678000000,1,98.6287,98.9053,655,384,0
1000001686000000,1,98.6685,98.9055,496,111,0
1000001695000000,1,98.6546,98.9114,706,401,0
1000001705000000,1,98.6476,98.9044,997,352,0
1000001706000000,1,98.7027,98.8213,598,853,34
1000001708000000,1,98.6224,98.8396,826,948,0
1000001711000000,1,98.5997,98.8563,189,875,0
1000001715000000,1,98.6185,98.8555,704,701,0
1000001720000000,1,98.6233,98.8207,517,214,0
1000001726000000,1,98.5952,98.7728,716,295,0
1000001733000000,1,98.6341,98.8119,925,600,0
1000001741000000,1,98.5886,98.8254,725,592,0
1000001750000000,1,98.5773,98.7747,174,512,0
1000001760000000,1,98.5625,98.7795,475,519,0
1000001761000000,1,98.5833,98.7807,828,376,35
1000001763000000,1,98.5918,98.7102,493,968,0
1000001766000000,1,98.4758,98.7322,556,291,0
1000001770000000,1,98.5139,98.7901,838,788,0
1000001775000000,1,98.5271,98.6849,198,647,0
1000001781000000,1,98.5364,98.7336,195,763,0
1000001788000000,1,98.5576,98.7944,762,289,0
1000001796000000,1,98.5513,98.7486,835,136,0
1000001805000000,1,98.5322,98.7098,879,468,0
1000001815000000,1,98.5277,98.6263,794,624,0
1000001816000000,1,98.4610,98.5990,378,316,98
1000001818000000,1,98.4529,98.5711,972,897,0
1000001821000000,1,98.3978,98.6342,372,980,0
1000001825000000,1,98.4338,98.5322,161,695,0
1000001830000000,1,98.4235,98.6205,979,828,0
1000001836000000,1,98.4500,98.5880,441,496,0
1000001843000000,1,98.4297,98.6663,798,118,0
1000001851000000,1,98.3859,98.6421,276,711,0
1000001860000000,1,98.3881,98.6639,495,544,0
1000001870000000,1,98.3869,98.6431,332,175,0
1000001871000000,1,98.3498,98.5862,364,554,27
1000001873000000,1,98.4101,98.5479,817,834,0
1000001876000000,1,98.4359,98.5541,483,663,0
1000001880000000,1,98.3936,98.6104,950,605,0
1000001885000000,1,98.4577,98.5563,466,243,0
1000001891000000,1,98.4524,98.6496,984,168,0
1000001898000000,1,98.4530,98.5910,198,495,0
1000001906000000,1,98.4467,98.6833,124,990,0
1000001915000000,1,98.4583,98.6357,568,583,0
1000001925000000,1,98.4598,98.7162,664,250,0
1000001926000000,1,98.4816,98.6984,243,668,38
1000001928000000,1,98.5311,98.6889,208,792,0
1000001931000000,1,98.5103,98.6877,141,285,0
1000001935000000,1,98.5395,98.7565,497,322,0
1000001940000000,1,98.5738,98.6922,733,232,0
1000001946000000,1,98.5570,98.6950,262,314,0
1000001953000000,1,98.5239,98.8001,832,334,0
1000001961000000,1,98.6127,98.7113,942,757,0
1000001970000000,1,98.4969,98.7731,850,687,0
1000001980000000,1,98.5111,98.6689,108,173,0
1000001981000000,1,98.4919,98.6101,591,352,6
1000001983000000,1,98.4845,98.7015,273,752,0
1000001986000000,1,98.5828,98.7012,267,269,0
1000001990000000,1,98.5817,98.6803,492,894,0
1000001995000000,1,98.5578,98.6762,733,293,0
1000002001000000,1,98.5451,98.7029,616,128,0
1000002008000000,1,98.4837,98.7203,264,521,0
1000002016000000,1,98.4832,98.6408,438,747,0
1000002025000000,1,98.4500,98.7260,595,464,0
1000002035000000,1,98.5402,98.7178,932,441,0
1000002036000000,1,98.5013,98.6787,599,756,70
1000002038000000,1,98.5069,98.6251,316,400,0
1000002041000000,1,98.5370,98.6750,231,903,0
1000002045000000,1,98.5707,98.6693,169,351,0
1000002050000000,1,98.5751,98.7329,514,886,0
1000002056000000,1,98.5266,98.7634,544,975,0
1000002063000000,1,98.5852,98.7628,281,266,0
1000002071000000,1,98.6117,98.7103,190,813,0
1000002080000000,1,98.6128,98.7312,957,630,0
1000002090000000,1,98.6179,98.7561,138,225,0
1000002091000000,1,98.5999,98.7381,550,272,12
1000002093000000,1,98.5349,98.8111,853,319,0
1000002096000000,1,98.5516,98.7884,737,157,0
1000002100000000,1,98.6327,98.7313,759,575,0
1000002105000000,1,98.6017,98.7003,555,928,0
1000002111000000,1,98.6188,98.7372,994,460,0
1000002118000000,1,98.6147,98.7133,100,486,0
1000002126000000,1,98.6439,98.7821,447,289,0
1000002135000000,1,98.6134,98.8306,604,290,0
1000002145000000,1,98.6929,98.8311,607,468,0
1000002146000000,1,98.6711,98.8489,508,923,32
1000002148000000,1,98.6256,98.8824,216,233,0
1000002151000000,1,98.6947,98.8133,157,655,0
1000002155000000,1,98.7397,98.8583,784,771,0
1000002160000000,1,98.7207,98.8393,272,928,0
1000002166000000,1,98.7157,98.8343,914,248,0
1000002173000000,1,98.7326,98.8314,179,985,0
1000002181000000,1,98.6612,98.8588,312,302,0
1000002190000000,1,98.6645,98.9015,863,328,0
1000002200000000,1,98.6933,98.9107,775,326,0
1000002201000000,1,98.6957,98.8143,758,631,56
1000002203000000,1,98.6516,98.9084,501,146,0
1000002206000000,1,98.5918,98.8682,332,404,0
1000002210000000,1,98.6531,98.8309,625,242,0
1000002215000000,1,98.6760,98.8340,514,612,0
1000002221000000,1,98.7446,98.8434,472,665,0
1000002228000000,1,98.6802,98.8778,985,358,0
1000002236000000,1,98.7041,98.8819,755,570,0
1000002245000000,1,98.6776,98.9344,111,429,0
1000002255000000,1,98.7388,98.8772,835,883,0
1000002256000000,1,98.6851,98.8629,457,507,27
1000002258000000,1,98.6946,98.7934,472,107,0
1000002261000000,1,98.6156,98.8724,221,447,0
1000002265000000,1,98.6165,98.8535,775,189,0
1000002270000000,1,98.6625,98.8995,747,797,0
1000002276000000,1,98.6431,98.8209,415,277,0
1000002283000000,1,98.6508,98.7692,639,831,0
1000002291000000,1,98.6093,98.8067,968,140,0
1000002300000000,1,98.6518,98.7702,839,803,0
1000002310000000,1,98.6110,98.7690,601,244,0
1000002311000000,1,98.5998,98.7182,300,823,76
1000002313000000,1,98.5402,98.7178,831,851,0
1000002316000000,1,98.6087,98.7073,657,646,0
1000002320000000,1,98.5687,98.6673,352,489,0
1000002325000000,1,98.5120,98.6500,693,982,0
1000002331000000,1,98.5000,98.6380,355,808,0
1000002338000000,1,98.4349,98.6911,914,549,0
1000002346000000,1,98.5074,98.7046,109,923,0
1000002355000000,1,98.5867,98.6853,897,341,0
1000002365000000,1,98.5636,98.8004,350,976,0
1000002366000000,1,98.5836,98.8204,104,218,32
1000002368000000,1,98.6160,98.7740,473,164,0
1000002371000000,1,98.6378,98.7562,245,323,0
1000002375000000,1,98.6217,98.7203,338,276,0
1000002380000000,1,98.5727,98.8293,878,952,0
1000002386000000,1,98.6290,98.7870,381,162,0
1000002393000000,1,98.6671,98.8449,316,953,0
1000002401000000,1,98.6819,98.8201,926,894,0
1000002410000000,1,98.6606,98.7594,788,560,0
1000002420000000,1,98.5807,98.8373,709,204,0
1000002421000000,1,98.6503,98.8477,198,610,0
1000002423000000,1,98.6433,98.8407,504,922,0
1000002426000000,1,98.6881,98.8659,617,575,0
1000002430000000,1,98.7427,98.8613,808,962,0
1000002435000000,1,98.6943,98.9117,744,969,0
1000002441000000,1,98.6657,98.9423,870,536,0
1000002448000000,1,98.7480,98.9260,122,664,0
1000002456000000,1,98.6856,98.9624,776,813,0
1000002465000000,1,98.8226,98.9214,557,182,0
1000002475000000,1,98.7601,98.9579,244,184,0
1000002476000000,1,98.7980,98.9760,177,556,0
1000002478000000,1,98.7801,98.9779,150,784,0
1000002481000000,1,98.7703,99.0077,816,871,0
1000002485000000,1,98.7603,98.9977,545,548,0
1000002490000000,1,98.7664,99.0236,980,587,0
1000002496000000,1,98.8279,98.9861,899,133,0
1000002503000000,1,98.8765,98.9755,447,194,0
1000002511000000,1,98.7704,99.0276,171,650,0
1000002520000000,1,98.8027,98.9213,253,349,0
1000002530000000,1,98.7726,98.8714,773,537,0
1000002531000000,1,98.8006,98.8994,217,870,49
1000002533000000,1,98.7753,99.0127,367,153,0
1000002536000000,1,98.8407,98.9593,335,488,0
1000002540000000,1,98.8766,98.9954,833,862,0
1000002545000000,1,98.7915,99.0685,924,500,0
1000002551000000,1,98.8669,99.0451,723,866,0
1000002558000000,1,98.8294,99.0866,402,306,0
1000002566000000,1,98.8330,99.0110,328,952,0
1000002575000000,1,98.7624,99.0196,677,174,0
1000002585000000,1,98.8625,98.9615,534,202,0
1000002586000000,1,98.8063,99.0437,521,803,97
1000002588000000,1,98.8199,98.9781,905,405,0
1000002591000000,1,98.7744,99.0316,197,949,0
1000002595000000,1,98.8647,99.0033,897,434,0
1000002600000000,1,98.8928,99.0512,958,534,0
1000002606000000,1,98.8424,99.1196,546,407,0
1000002613000000,1,98.9011,99.1189,348,265,0
1000002621000000,1,98.9022,99.1398,580,434,0
1000002630000000,1,98.8854,99.1626,641,858,0
1000002640000000,1,98.9728,99.1512,205,662,0
1000002641000000,1,98.9830,99.2010,180,232,28
1000002643000000,1,99.0358,99.2142,999,237,0
1000002646000000,1,98.9722,99.2498,283,500,0
1000002650000000,1,99.0388,99.2172,429,884,0
1000002655000000,1,99.0278,99.2062,607,951,0
1000002661000000,1,98.9792,99.2568,168,645,0
1000002668000000,1,99.0150,99.2530,873,152,0
1000002676000000,1,98.9553,99.2327,549,304,0
1000002685000000,1,98.9917,99.1503,225,846,0
1000002695000000,1,99.0029,99.2011,142,851,0
1000002696000000,1,98.9988,99.1772,982,210,22
1000002698000000,1,99.0136,99.1324,282,947,0
1000002701000000,1,98.9662,99.2238,194,473,0
1000002705000000,1,99.0934,99.1926,619,999,0
1000002710000000,1,99.0610,99.2990,459,999,0
1000002716000000,1,99.1099,99.3281,795,380,0
1000002723000000,1,99.1994,99.3186,294,963,0
1000002731000000,1,99.1416,99.3004,294,766,0
1000002740000000,1,99.1235,99.2425,192,771,0
1000002750000000,1,99.1344,99.2336,160,733,0
1000002751000000,1,99.0757,99.2343,150,502,20
1000002753000000,1,99.0834,99.1826,104,565,0
1000002756000000,1,98.9443,99.2217,703,781,0
1000002760000000,1,99.0176,99.1564,928,633,0
1000002765000000,1,99.0814,99.1806,504,937,0
1000002771000000,1,98.9742,99.2518,612,744,0
1000002778000000,1,99.0012,99.2788,332,623,0
1000002786000000,1,99.0526,99.1914,445,145,0
1000002795000000,1,99.0955,99.2145,645,177,0
1000002805000000,1,99.0886,99.2274,829,912,0
1000002806000000,1,99.0200,99.2380,172,893,46
1000002808000000,1,99.0375,99.1565,220,313,0
1000002811000000,1,98.9380,99.1560,338,155,0
1000002815000000,1,98.9279,99.1061,449,206,0
1000002820000000,1,98.9273,99.2047,930,147,0
1000002826000000,1,98.9609,99.1591,672,436,0
1000002833000000,1,98.9710,99.1890,125,903,0
1000002841000000,1,99.0794,99.1786,356,107,0
1000002850000000,1,98.9682,99.2258,724,966,0
1000002860000000,1,98.9702,99.2278,352,791,0
1000002861000000,1,98.9797,99.1183,818,402,55
1000002863000000,1,98.9003,99.1777,825,625,0
1000002866000000,1,98.9947,99.1533,573,127,0
1000002870000000,1,98.9003,99.1777,177,315,0
1000002875000000,1,98.9283,99.2057,485,464,0
1000002881000000,1,99.0086,99.1474,765,625,0
1000002888000000,1,98.9868,99.1652,798,411,0
1000002896000000,1,99.0066,99.1254,982,106,0
1000002905000000,1,98.9572,99.2148,102,722,0
1000002915000000,1,98.9978,99.1762,849,462,0
1000002916000000,1,99.0069,99.2051,850,607,17
1000002918000000,1,99.0754,99.1746,605,905,0
1000002921000000,1,99.0677,99.2263,838,982,0
1000002925000000,1,98.9832,99.2608,114,291,0
1000002930000000,1,99.0625,99.1815,730,584,0
1000002936000000,1,99.0060,99.2240,127,813,0
1000002943000000,1,99.0844,99.1836,138,372,0
1000002951000000,1,99.1284,99.2276,330,185,0
1000002960000000,1,99.1307,99.3093,573,225,0
1000002970000000,1,99.1345,99.2535,911,636,0
1000002971000000,1,99.1134,99.2126,244,624,83
1000002973000000,1,99.1155,99.2345,124,679,0
1000002976000000,1,99.0608,99.2392,493,166,0
1000002980000000,1,99.0994,99.1986,332,208,0
1000002985000000,1,99.0714,99.1706,245,210,0
1000002991000000,1,99.0351,99.2929,327,210,0
1000002998000000,1,99.0765,99.1955,569,133,0
1000003006000000,1,99.0231,99.2809,722,875,0
1000003015000000,1,99.0556,99.1944,468,847,0
1000003025000000,1,98.9951,99.2329,694,653,0
1000003026000000,1,99.0678,99.2462,524,712,5
1000003028000000,1,99.0759,99.2941,791,381,0
1000003031000000,1,99.1465,99.2655,419,837,0
1000003035000000,1,99.1019,99.3201,542,414,0
1000003040000000,1,99.1210,99.3790,976,840,0
1000003046000000,1,99.1505,99.2895,476,388,0
